X Y Z Strain_XX Strain_XY Strain_YY
0.533333 0.7 0 -0.000202401 1.59571e-06 0.000794362
0.566667 0.7 0 -0.000202403 2.59933e-06 0.000794514
0.6 0.7 0 -0.00020256 3.35455e-06 0.000795267
0.633333 0.7 0 -0.000202603 4.1195e-06 0.000796198
0.666667 0.7 0 -0.000202687 4.86952e-06 0.000797586
0.7 0.7 0 -0.000202622 5.83831e-06 0.000799251
0.733333 0.7 0 -0.000202475 6.69659e-06 0.000801069
0.766667 0.7 0 -0.000202341 7.5819e-06 0.000803287
0.8 0.7 0 -0.000202585 8.07765e-06 0.000805895
0.833333 0.7 0 -0.000202854 7.80257e-06 0.000808379
0.166667 0.733333 0 -0.000195867 -7.15233e-06 0.00078734
0.2 0.733333 0 -0.000195709 -7.32079e-06 0.000784114
0.233333 0.733333 0 -0.000195514 -7.21681e-06 0.000781458
0.266667 0.733333 0 -0.000195591 -6.88728e-06 0.000779418
0.3 0.733333 0 -0.000195745 -6.03836e-06 0.000777848
0.333333 0.733333 0 -0.000195901 -5.31545e-06 0.000776843
0.366667 0.733333 0 -0.000196238 -4.42361e-06 0.000776231
0.4 0.733333 0 -0.000196752 -3.42178e-06 0.000775888
0.433333 0.733333 0 -0.000197468 -2.12853e-06 0.000776024
0.466667 0.733333 0 -0.000197813 -9.24836e-07 0.000775887
0.5 0.733333 0 -0.000197622 3.21525e-07 0.000775281
0.533333 0.733333 0 -0.000197209 1.45344e-06 0.000774964
0.566667 0.733333 0 -0.000197021 2.64869e-06 0.000774937
0.6 0.733333 0 -0.000197241 3.50671e-06 0.000775658
0.633333 0.733333 0 -0.000197483 4.00123e-06 0.000776904
0.666667 0.733333 0 -0.000197559 4.55133e-06 0.000778244
0.7 0.733333 0 -0.0001974 5.20295e-06 0.000779843
0.733333 0.733333 0 -0.000197028 6.22281e-06 0.000781408
0.766667 0.733333 0 -0.000196807 6.97689e-06 0.000783529
0.8 0.733333 0 -0.000197001 7.2517e-06 0.000785986
0.833333 0.733333 0 -0.000197656 7.16276e-06 0.000789336
0.166667 0.766667 0 -0.000191624 -7.05583e-06 0.00077013
0.2 0.766667 0 -0.000191467 -6.9309e-06 0.000766745
0.233333 0.766667 0 -0.000191619 -6.58605e-06 0.000764181
0.266667 0.766667 0 -0.000191676 -6.3044e-06 0.000762183
0.3 0.766667 0 -0.000191736 -5.59079e-06 0.000760371
0.333333 0.766667 0 -0.000191666 -4.77791e-06 0.000758903
0.366667 0.766667 0 -0.000191784 -4.07911e-06 0.000757969
0.4 0.766667 0 -0.000192342 -3.01163e-06 0.000757856
0.433333 0.766667 0 -0.000193045 -1.86322e-06 0.000757912
0.466667 0.766667 0 -0.000193462 -7.13735e-07 0.000757569
0.5 0.766667 0 -0.000193393 3.00385e-07 0.000757321
0.533333 0.766667 0 -0.000192938 1.4124e-06 0.000756943
0.566667 0.766667 0 -0.000192663 2.54887e-06 0.000756897
0.6 0.766667 0 -0.000192848 3.40266e-06 0.000757845
0.633333 0.766667 0 -0.000193103 3.92031e-06 0.00075909
0.666667 0.766667 0 -0.000193076 4.36298e-06 0.000760524
0.7 0.766667 0 -0.000192554 5.04735e-06 0.000761658
0.733333 0.766667 0 -0.000192022 5.94018e-06 0.000763264
0.766667 0.766667 0 -0.000191887 6.7659e-06 0.000765458
0.8 0.766667 0 -0.000192146 6.93874e-06 0.000768198
0.833333 0.766667 0 -0.000192906 6.68132e-06 0.000771678
0.166667 0.8 0 -0.000188677 -6.35951e-06 0.000754359
0.2 0.8 0 -0.000188601 -5.93026e-06 0.000750939
0.233333 0.8 0 -0.000188701 -5.5332e-06 0.000748383
0.266667 0.8 0 -0.000188954 -4.968e-06 0.000746417
0.3 0.8 0 -0.000189029 -4.38794e-06 0.000744644
0.333333 0.8 0 -0.000188957 -3.8771e-06 0.000743093
0.366667 0.8 0 -0.000188938 -3.18691e-06 0.000741951
0.4 0.8 0 -0.000189217 -2.37904e-06 0.00074138
0.433333 0.8 0 -0.000189579 -1.43303e-06 0.000741076
0.466667 0.8 0 -0.000189833 -5.44465e-07 0.000740765
0.5 0.8 0 -0.000189874 2.49306e-07 0.00074064
0.533333 0.8 0 -0.000189697 1.17573e-06 0.0007407
0.566667 0.8 0 -0.000189405 2.2528e-06 0.000740789
0.6 0.8 0 -0.000189345 2.86988e-06 0.000741553
0.633333 0.8 0 -0.000189371 3.22752e-06 0.000742656
